sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
02037001,7.6,7.0,3.8,,,,8.25,8.0,8.75,N1
02037002,8.2,7.25,7.8,,,,8.75,9.0,9.5,N1
02037003,6.0,7.5,7.4,,,,7.0,8.25,9.25,N1
02037004,8.0,8.75,7.4,,,,7.5,8.75,8.75,N1
02037005,7.0,8.25,8.6,,,,9.25,7.0,8.75,N1
02037006,8.6,8.5,7.6,,,,7.25,7.25,8.75,N1
02037007,8.4,7.25,8.8,,,,7.25,7.25,8.75,N1
02037008,6.6,8.25,9.4,,,,8.25,9.0,9.0,N1
02037009,8.8,7.25,6.2,7.75,8.0,7.0,,,,N1
02037010,7.0,5.25,4.0,5.0,6.0,5.75,,,,N1
02037011,7.8,6.75,5.4,7.25,8.25,5.75,,,,N1
02037012,8.4,6.0,6.6,3.75,7.5,8.0,,,,N1
02037013,8.4,7.25,8.8,8.25,6.75,8.25,,,,N1
02037014,8.0,7.25,6.6,5.5,8.75,8.0,,,,N1
02037015,8.4,7.75,8.2,8.75,9.0,7.25,,,,N1
02037016,3.0,3.75,4.0,,,,5.5,4.25,6.25,N1
02037017,7.8,7.0,8.6,8.0,3.5,5.0,,,,N1
02037018,8.6,7.25,7.4,7.25,7.25,6.5,,,,N1
02037019,7.8,6.75,8.2,8.75,7.75,5.0,,,,N1
02037020,8.0,4.0,8.2,4.75,9.25,7.0,,,,N1
02037021,6.0,6.75,6.6,5.5,6.0,7.5,,,,N1
02037022,7.4,8.75,6.0,6.75,8.25,5.0,,,,N1
02037023,7.4,7.5,7.6,,,,6.0,8.0,8.5,N1
02037024,8.2,7.75,6.4,6.75,6.0,7.0,,,,N1
02037025,6.8,6.0,5.8,,,,6.75,8.0,9.0,N1
02037026,8.2,6.0,6.6,6.0,3.5,5.5,,,,N1
02037027,8.4,5.75,8.4,5.5,8.5,8.75,,,,N1
02037028,8.0,6.0,7.6,8.0,6.0,6.25,,,,N1
02037029,7.2,8.25,8.4,,,,7.5,8.25,9.0,N1
02037030,6.8,6.25,6.6,,,,5.5,5.75,7.0,N1
02037031,8.0,6.5,6.8,7.5,7.25,5.25,,,,N1
02037032,7.6,6.5,9.2,,,,6.5,8.0,9.25,N1
02037033,7.4,7.5,8.0,,,,8.5,8.75,8.75,N1
02037034,6.0,5.75,2.4,,,,5.75,6.25,8.5,N1
02037035,9.2,6.5,8.4,6.25,9.5,6.5,,,,N1
02037036,7.6,7.75,7.6,6.5,5.75,5.5,,,,N1
02037037,8.6,9.0,6.4,6.25,7.0,6.75,,,,N1
02037038,8.0,8.25,8.6,5.0,5.75,7.75,,,,N1
02037039,8.2,9.0,9.2,,,,7.25,8.5,8.5,N1
02037040,6.2,7.5,7.8,3.5,5.0,7.75,,,,N1
02037041,7.8,7.0,6.2,,,,7.0,7.5,9.75,N1
02037042,8.0,6.75,8.2,7.5,6.0,6.75,,,,N1
02037043,7.2,7.75,6.8,3.75,6.25,7.5,,,,N1
02037044,6.8,8.25,7.8,8.5,5.5,6.5,,,,N1
02037045,7.8,9.0,6.2,,,,7.25,8.25,9.25,N1
02037046,7.8,7.0,8.6,,,,7.75,7.5,8.75,N1
02037047,7.0,6.75,9.0,,,,6.5,8.25,8.0,N1
02037048,7.8,8.0,9.4,,,,8.25,7.75,9.75,N1
02037049,8.0,7.5,8.6,,,,7.5,8.75,9.75,N1
02037050,6.2,8.0,7.8,,,,8.25,8.25,8.0,N1
02037051,7.8,8.0,6.4,,,,8.0,8.0,9.0,N1
02037052,7.0,7.75,7.0,,,,6.5,8.75,7.75,N1
02037053,6.2,6.75,4.6,,,,8.0,8.5,8.75,N1
02037054,4.8,8.0,6.6,,,,3.5,6.75,7.75,N1
02037055,7.6,9.0,8.2,,,,6.75,6.25,7.5,N1
02037056,6.6,6.75,4.4,,,,8.25,8.25,9.0,N1
02037057,7.0,6.0,5.8,,,,6.0,7.5,9.5,N1
02037058,8.0,8.25,8.0,,,,9.0,7.75,8.25,N1
02037059,5.8,8.75,8.6,,,,7.0,8.0,8.5,N1
02037060,7.0,7.25,7.2,,,,8.0,8.5,9.25,N1
02037061,5.8,9.0,7.0,,,,6.0,8.0,9.0,N1
02037062,7.8,7.5,6.4,,,,7.5,7.0,8.0,N1
02037063,6.8,6.5,5.2,,,,8.0,8.25,9.25,N1
02037064,8.0,7.0,6.8,,,,7.25,7.25,8.5,N1
02037065,6.0,8.25,7.2,,,,7.0,7.5,7.75,N1
02037066,5.2,6.75,7.0,,,,4.0,7.25,8.0,N1
02037067,7.4,8.0,8.8,,,,6.5,7.0,7.25,N1
02037068,5.6,4.5,3.8,,,,6.75,6.0,8.0,N1
02037069,7.6,7.5,6.4,,,,8.5,9.25,9.75,N1
02037070,8.0,8.5,6.0,,,,6.0,8.75,8.25,N1
02037071,7.6,8.0,8.6,,,,6.75,8.25,8.25,N1
02037072,7.8,8.25,9.6,,,,8.5,8.5,9.25,N1
02037073,8.4,7.75,7.6,,,,6.0,7.25,8.5,N1
02037074,7.4,9.0,8.6,,,,8.25,8.25,8.5,N1
02037075,7.4,7.25,6.0,,,,6.5,7.25,8.5,N1
02037076,6.4,7.5,5.8,,,,7.5,8.25,9.5,N1
02037077,6.4,7.25,4.4,,,,8.5,9.0,10.0,N1
02037078,7.8,8.5,8.4,,,,9.0,8.5,9.0,N1
02037079,7.8,8.25,5.8,,,,8.75,8.0,9.0,N1
02037080,7.2,7.5,5.6,,,,7.75,8.0,8.75,N1
02037081,6.4,7.0,5.0,,,,4.5,5.5,7.0,N1
02037082,6.0,6.25,4.8,,,,5.5,7.25,8.25,N1
02037083,6.0,6.75,3.8,,,,6.75,7.75,8.25,N1
02037084,6.8,7.25,8.0,,,,8.25,7.75,8.75,N1
02037085,6.0,5.0,3.2,,,,5.75,6.0,5.75,N1
02037086,5.4,3.75,4.6,,,,5.0,6.25,5.75,N1
02037087,8.0,6.25,8.8,5.0,8.5,7.25,,,,N1
02037088,8.0,7.0,8.8,8.75,6.75,7.25,,,,N1
02037089,8.4,6.0,8.4,8.5,6.25,7.0,,,,N1
02037090,7.6,6.75,6.0,7.25,6.0,6.75,,,,N1
02037091,7.8,7.75,8.8,7.5,4.75,5.75,,,,N1
02037092,7.8,7.25,8.8,7.25,6.25,8.25,,,,N1
02037093,8.4,8.25,8.6,,,,6.75,7.75,8.0,N1
02037094,6.6,8.5,8.0,5.5,5.25,5.75,,,,N1
02037095,7.0,4.5,5.0,,,,7.0,8.5,7.75,N1
02037096,8.2,8.25,8.4,4.5,6.0,5.5,,,,N1
02037097,7.4,5.75,5.8,4.75,7.25,6.75,,,,N1
02037098,7.4,7.0,5.8,4.0,6.25,6.75,,,,N1
02037099,8.4,6.75,8.6,8.75,6.0,6.0,,,,N1
02037100,7.8,7.0,7.6,7.0,8.0,7.25,,,,N1
02037101,7.6,7.5,9.4,5.75,6.5,5.25,,,,N1
02037102,6.6,6.5,6.2,6.75,5.25,7.25,,,,N1
02037103,8.0,6.0,9.0,8.0,6.25,4.75,,,,N1
02037104,8.4,7.75,2.6,7.75,6.75,4.0,,,,N1
02037105,7.6,6.75,6.2,7.75,6.75,6.25,,,,N1
02037106,7.4,6.0,3.4,5.5,6.75,7.75,,,,N1
02037107,8.0,6.5,5.4,8.0,7.75,5.25,,,,N1
02037108,8.4,6.25,6.4,8.5,7.5,5.5,,,,N1
02037109,8.2,6.5,6.2,7.75,7.75,7.0,,,,N1
02037110,7.4,8.25,7.6,4.5,8.5,8.5,,,,N1
02037111,6.8,8.0,8.6,3.75,5.5,8.0,,,,N1
02037112,7.0,6.25,5.4,,,,5.0,6.75,8.25,N1
02037113,7.4,7.5,8.6,5.75,6.5,7.25,,,,N1
02037114,8.0,9.0,6.4,5.75,6.75,6.5,,,,N1
02037115,6.4,8.0,5.4,4.0,6.25,5.0,,,,N1
02037116,7.0,6.75,6.2,4.5,6.75,8.25,,,,N1
02037117,7.0,7.5,6.0,,,,7.5,8.25,9.5,N1
02037118,8.6,8.0,7.4,5.25,8.25,7.75,,,,N1
02037119,8.0,7.75,8.0,7.25,6.75,7.5,,,,N1
02037120,6.8,7.25,8.4,8.0,5.5,7.0,,,,N1
02037121,7.8,7.5,7.8,7.75,6.5,7.75,,,,N1
02037122,7.8,7.75,7.8,,,,8.25,7.75,9.25,N1
02037123,7.4,8.5,8.2,,,,7.75,8.0,8.75,N1
02037124,6.8,7.25,8.6,5.75,6.5,6.75,,,,N1
02037125,8.4,7.25,8.6,6.75,9.0,7.75,,,,N1
02037126,8.2,6.25,7.8,6.5,5.75,6.25,,,,N1
02037127,7.4,7.0,6.0,7.0,6.5,6.75,,,,N1
02037128,7.4,7.0,6.8,,,,8.0,8.25,8.5,N1
02037129,8.2,7.25,6.6,8.0,9.0,6.25,,,,N1
02037130,8.2,6.0,8.2,7.25,7.75,6.75,,,,N1
02037131,7.8,6.75,9.0,,,,6.0,7.25,7.25,N1
02037132,8.4,5.5,4.4,3.75,8.25,8.25,,,,N1
02037133,7.4,8.5,7.2,5.25,4.5,6.75,,,,N1
02037134,7.6,7.0,9.0,7.25,6.0,7.5,,,,N1
02037135,7.0,6.75,7.8,7.25,7.5,5.75,,,,N1
02037136,8.2,7.75,8.4,5.0,9.25,8.0,,,,N1
02037137,7.0,7.0,8.2,,,,8.75,9.25,9.75,N1
02037138,8.6,7.25,7.6,6.75,7.5,8.25,,,,N1
02037139,8.2,6.0,5.8,7.5,7.5,6.25,,,,N1
02037140,7.2,6.75,7.8,,,,8.0,6.5,8.75,N1
02037141,7.4,6.25,9.2,7.75,5.25,7.0,,,,N1
02037142,5.8,4.75,8.4,,,,7.5,7.5,8.75,N1
02037143,8.6,6.5,9.0,7.75,6.5,7.0,,,,N1
02037144,2.8,2.5,1.6,,,,3.5,1.5,3.5,N1
02037145,6.8,6.5,7.4,5.0,6.0,6.5,,,,N1
02037146,8.2,5.25,9.4,9.0,7.25,8.25,,,,N1
02037147,8.0,6.75,7.4,5.0,8.5,7.75,,,,N1
02037148,6.6,6.0,7.0,6.0,4.0,7.25,,,,N1
02037149,6.0,8.0,7.8,,,,5.25,6.25,7.25,N1
02037150,8.0,6.5,8.8,6.75,7.25,7.0,,,,N1
02037151,7.0,8.25,8.2,,,,7.5,7.5,8.25,N1
02037152,8.4,5.25,9.4,7.25,5.0,5.5,,,,N1
02037153,8.4,4.5,9.4,8.0,5.25,8.25,,,,N1
02037154,8.0,6.5,8.8,6.0,6.25,7.5,,,,N1
02037155,7.4,6.25,6.8,8.0,7.5,6.75,,,,N1
02037156,7.4,6.75,7.8,6.5,5.75,7.25,,,,N1
02037157,6.6,6.5,9.6,,,,7.25,8.25,8.75,N1
02037158,6.8,5.75,8.8,4.5,3.5,4.75,,,,N1
02037159,6.8,5.25,4.6,,,,5.75,7.25,8.75,N1
02037160,7.4,5.75,7.8,8.0,6.0,5.0,,,,N1
02037161,6.4,7.25,6.8,,,,8.0,8.5,9.0,N1
02037162,7.0,7.0,7.0,5.0,5.0,6.0,,,,N1
02037163,8.2,7.0,5.2,7.75,6.5,7.0,,,,N1
02037164,7.4,5.25,8.6,6.75,5.75,6.0,,,,N1
02037165,8.0,5.5,9.6,6.25,9.25,7.25,,,,N1
02037166,8.2,7.5,7.0,7.75,6.75,5.5,,,,N1
02037167,7.8,7.0,3.6,6.75,6.5,7.25,,,,N1
02037168,6.6,6.75,7.2,6.25,4.75,6.5,,,,N1
02037169,7.8,7.75,8.4,7.75,6.25,6.0,,,,N1
02037170,7.8,5.25,6.4,5.75,5.75,6.75,,,,N1
02037171,8.2,6.75,4.0,7.5,6.0,6.5,,,,N1
02037172,7.6,8.75,8.2,8.0,6.0,7.0,,,,N1
02037173,8.2,7.25,8.0,8.25,5.75,7.0,,,,N1
02037174,8.4,7.75,8.2,8.5,7.5,7.25,,,,N1
02037175,9.0,8.25,8.4,7.0,5.75,6.0,,,,N1
02037176,7.2,7.25,7.8,5.25,4.5,5.75,,,,N1
02037177,6.8,6.75,5.0,6.5,7.25,4.25,,,,N1
02037178,6.6,7.75,8.0,7.25,5.25,5.5,,,,N1
02037179,7.6,7.0,6.8,4.0,6.5,5.5,,,,N1
02037180,7.6,6.75,7.8,,,,6.25,7.75,8.25,N1
02037181,8.0,7.25,8.0,5.25,4.75,5.5,,,,N1
02037182,7.4,6.5,7.6,,,,6.5,8.0,8.25,N1
02037183,7.0,8.75,8.2,5.0,6.75,7.25,,,,N1
02037184,5.4,6.5,4.2,,,,8.0,7.75,9.0,N1
02037185,8.0,8.5,7.8,7.5,7.75,5.75,,,,N1
02037186,8.0,6.75,6.2,,,,7.75,8.75,8.0,N1
02037187,8.6,7.0,6.8,7.5,5.25,6.75,,,,N1
02037188,4.2,7.25,7.2,,,,6.75,8.25,9.75,N1
02037189,7.8,8.0,8.6,,,,8.25,8.0,9.0,N1
02037190,7.6,7.0,7.8,7.75,5.75,4.25,,,,N1
02037191,7.6,5.5,3.6,,,,7.25,8.25,8.5,N1
02037192,7.2,6.5,8.6,7.25,7.25,8.0,,,,N1
02037193,5.8,6.0,6.4,4.0,4.75,5.0,,,,N1
02037194,7.4,6.25,6.0,7.75,8.0,7.0,,,,N1
02037195,7.8,7.75,5.4,,,,9.5,9.25,9.25,N1
02037196,7.0,6.75,9.0,7.5,5.25,5.5,,,,N1
02037197,8.6,6.75,5.6,7.75,7.25,5.25,,,,N1
02037198,7.8,7.25,8.0,,,,7.75,7.0,7.5,N1
02037199,8.2,7.0,9.2,7.5,5.5,6.25,,,,N1
02037200,7.0,6.0,4.2,,,,8.0,8.25,8.5,N1
02037201,8.2,6.75,9.0,7.25,7.0,8.5,,,,N1
02037202,8.6,7.5,8.6,9.0,6.75,7.25,,,,N1
02037203,7.0,7.25,6.2,,,,6.5,8.25,7.75,N1
02037204,4.4,5.5,3.0,,,,7.25,6.25,9.25,N1
02037205,6.0,7.0,7.4,,,,7.75,9.0,8.75,N1
02037206,7.4,7.0,6.0,6.5,6.75,7.25,,,,N1
02037207,6.0,7.75,8.4,,,,8.0,7.75,8.75,N1
02037208,6.6,6.25,3.2,,,,7.0,7.5,8.25,N1
02037209,7.0,7.5,5.4,7.0,7.75,7.25,,,,N1
02037210,7.6,8.25,8.4,,,,6.0,7.25,8.25,N1
02037211,6.8,7.5,8.0,,,,5.0,7.25,8.25,N1
02037212,7.4,5.75,4.4,,,,8.0,8.0,9.0,N1
02037213,7.8,6.75,6.8,8.75,8.0,7.0,,,,N1
02037214,8.4,6.5,9.4,5.5,8.0,6.0,,,,N1
02037215,5.2,5.75,5.0,4.25,3.75,5.0,,,,N1
02037216,9.2,7.5,8.6,8.75,7.0,6.0,,,,N1
02037217,7.0,5.0,5.0,3.75,4.25,4.25,,,,N1
02037218,7.4,7.0,8.4,5.5,4.5,6.5,,,,N1
02037219,8.0,7.25,7.0,5.75,7.75,7.5,,,,N1
02037220,8.2,8.25,6.0,7.75,7.75,5.0,,,,N1
02037221,7.8,7.5,7.4,7.25,5.75,6.5,,,,N1
02037222,7.6,8.0,8.4,6.5,8.0,6.25,,,,N1
02037223,6.6,7.25,3.0,,,,6.25,7.25,8.5,N1
02037224,6.8,7.5,8.0,,,,7.75,7.75,8.25,N1
02037225,8.2,8.0,7.6,,,,6.0,7.5,9.0,N1
02037226,6.4,7.75,9.0,,,,9.25,9.5,9.5,N1
02037227,7.4,6.75,8.4,,,,5.75,7.25,8.75,N1
02037228,7.8,8.25,8.6,,,,6.5,6.5,8.5,N1
02037229,8.0,8.75,9.2,,,,8.5,8.0,9.75,N1
02037230,6.6,6.0,5.0,6.0,5.25,6.5,,,,N1
02037231,6.2,7.5,8.4,,,,6.5,7.5,9.25,N1
02037232,8.0,8.0,8.6,,,,9.25,9.5,9.25,N1
02037233,8.4,8.25,7.6,4.75,8.0,8.0,,,,N1
02037234,6.6,6.75,9.0,4.75,5.0,5.25,,,,N1
02037235,8.6,8.25,5.4,5.5,7.25,6.5,,,,N1
02037236,6.8,7.75,8.6,,,,6.75,7.5,7.5,N1
02037237,6.8,6.0,8.2,6.25,5.5,5.0,,,,N1
02037238,8.2,8.25,9.0,4.5,4.75,5.25,,,,N1
02037239,7.8,7.0,6.0,6.5,6.0,6.75,,,,N1
02037240,7.4,7.75,,,,,7.25,8.0,8.75,
02037241,7.2,7.0,8.0,,,,6.75,8.0,8.75,N1
02037242,7.4,8.25,8.6,,,,8.0,8.0,8.75,N1
02037243,7.8,7.5,8.8,,,,6.5,6.5,8.0,N1
02037244,7.8,6.0,7.8,8.0,8.0,5.75,,,,N1
02037245,5.4,4.5,4.0,,,,3.75,5.75,6.0,N1
02037246,8.0,7.0,6.4,,,,8.0,7.5,9.25,N1
02037247,7.2,8.5,8.0,,,,8.0,8.25,9.25,N1
02037248,7.2,7.5,8.6,,,,6.5,7.5,8.0,N1
02037249,7.2,6.75,5.6,,,,8.5,7.5,8.75,N1
02037250,8.4,8.25,8.4,,,,8.5,8.75,8.75,N1
02037251,7.2,7.25,9.0,,,,6.75,6.0,8.5,N1
02037252,6.4,7.0,7.0,,,,7.75,8.75,8.5,N1
02037253,8.0,7.0,8.4,,,,6.5,8.25,8.25,N1
02037254,7.6,8.5,8.2,5.5,6.75,6.25,,,,N1
02037255,5.6,6.0,4.0,,,,6.5,8.25,8.0,N1
02037256,7.4,7.5,9.0,,,,8.75,8.75,9.0,N1
02037257,4.4,3.75,5.2,,,,5.25,6.5,7.25,N1
02037258,7.8,6.75,8.6,,,,6.75,7.5,7.5,N1
02037259,7.6,8.75,,,,,8.0,7.75,8.0,
02037260,7.4,8.25,8.2,5.25,5.25,4.0,,,,N1
02037261,7.0,8.0,8.8,6.0,5.0,5.5,,,,N1
02037262,7.0,7.5,8.6,5.5,6.25,6.0,,,,N1
02037263,8.4,6.75,8.8,8.5,5.75,6.5,,,,N1
02037264,7.6,6.25,9.0,,,,6.5,7.75,8.0,N1
02037265,7.2,5.0,7.0,6.5,4.75,5.75,,,,N1
02037266,8.6,4.25,7.8,8.5,3.25,4.5,,,,N1
02037267,6.4,4.25,5.4,,,,7.25,7.25,8.75,N1
02037268,7.8,8.0,8.6,5.75,7.25,8.0,,,,N1
02037269,7.8,5.5,5.0,4.25,4.0,4.0,,,,N1
02037270,8.6,5.75,5.0,8.25,6.75,5.5,,,,N1
02037271,8.6,7.25,9.0,9.0,5.75,8.25,,,,N1
02037272,6.0,6.75,6.0,6.0,6.5,8.25,,,,N1
02037273,8.6,6.5,6.0,5.25,7.25,8.0,,,,N1
02037274,8.6,7.5,8.8,6.0,7.75,7.25,,,,N1
02037275,5.8,7.0,6.0,,,,6.75,7.0,7.25,N1
02037276,8.0,5.25,8.6,8.0,5.5,7.0,,,,N1
02037277,7.6,6.5,8.8,8.0,7.0,5.75,,,,N1
02037278,7.2,9.0,7.4,,,,9.5,9.25,8.5,N1
02037279,8.0,7.25,8.4,5.0,8.0,3.0,,,,N1
02037280,6.0,7.0,6.8,,,,5.25,6.75,9.0,N1
02037281,8.4,7.75,8.2,,,,8.0,8.75,8.75,N1
02037282,7.4,8.5,8.6,,,,7.25,7.75,9.0,N1
02037283,7.4,7.25,6.6,4.25,4.25,7.0,,,,N1
02037284,7.0,5.5,7.2,,,,5.75,7.25,8.0,N1
02037285,5.8,7.5,5.4,,,,6.5,6.5,8.25,N1
02037286,4.0,7.75,7.8,,,,8.25,8.0,8.0,N1
02037287,7.8,7.0,8.0,4.0,8.75,6.75,,,,N1
02037288,7.2,7.5,7.6,6.75,6.25,6.5,,,,N1
02037289,5.8,6.25,6.6,,,,5.25,5.0,7.0,N1
02037290,6.6,7.0,9.4,6.75,8.5,6.75,,,,N1
02037291,8.0,5.75,4.8,6.25,7.25,5.75,,,,N1
02037292,7.4,7.25,8.6,,,,6.25,7.0,8.0,N1
02037293,8.2,8.5,8.6,,,,6.75,7.75,8.5,N1
02037294,7.8,8.5,8.8,8.0,8.0,8.5,,,,N1
02037295,8.2,7.25,,6.0,8.25,8.0,,,,
02037296,7.2,6.25,8.0,6.0,6.0,4.75,,,,N1
02037297,8.8,6.5,5.8,8.25,8.25,7.25,,,,N1
02037298,7.0,7.25,7.0,4.75,5.0,6.0,,,,N1
02037299,8.2,8.0,4.8,5.25,3.5,5.0,,,,N1
02037300,7.4,6.25,6.2,7.75,4.25,6.5,,,,N1
02037301,7.8,7.25,4.6,6.75,7.75,5.0,,,,N1
02037302,7.6,7.75,5.0,5.75,6.0,5.25,,,,N1
02037303,7.0,7.0,8.6,,,,6.25,6.5,8.5,N1
02037304,8.2,6.5,8.0,8.0,8.5,6.75,,,,N1
02037305,8.4,7.75,8.4,,,,7.25,8.25,9.75,N1
02037306,6.0,6.75,5.0,,,,4.0,5.75,6.75,N1
02037307,7.0,7.25,8.8,,,,9.0,6.0,8.75,N1
02037308,8.0,8.0,7.2,6.75,6.75,6.0,,,,N1
02037309,8.0,7.75,9.0,8.75,6.0,5.5,,,,N1
02037310,5.6,6.75,8.2,,,,6.25,7.5,9.0,N1
02037311,5.6,9.0,7.0,,,,5.75,8.5,8.5,N1
02037312,6.2,6.75,7.2,,,,6.5,6.0,8.75,N1
02037313,6.8,4.75,7.0,5.5,5.0,5.5,,,,N1
02037314,6.6,7.0,6.4,,,,6.25,7.75,8.25,N1
02037315,6.4,8.0,3.6,4.0,4.0,5.75,,,,N1
02037316,7.6,6.5,6.2,8.0,8.25,5.0,,,,N1
02037317,8.0,7.25,,9.0,8.25,6.75,,,,
02037318,7.8,5.5,8.2,3.5,7.25,7.0,,,,N1
02037319,8.4,7.5,8.4,6.5,8.5,7.0,,,,N1
02037320,8.0,6.75,3.6,,,,6.75,6.5,9.0,N1
02037321,7.0,6.0,8.8,,,,5.5,6.75,7.75,N1
02037322,7.2,6.5,9.6,8.5,7.0,6.5,,,,N1
02037323,8.0,7.0,6.0,,,,7.0,7.75,9.5,N1
02037324,8.4,7.0,8.8,8.25,6.0,7.0,,,,N1
02037325,7.8,6.5,8.0,7.5,8.5,6.75,,,,N1
02037326,6.8,7.75,5.6,,,,5.5,5.75,8.5,N1
02037327,6.6,4.5,6.4,,,,6.5,8.0,8.75,N1
02037328,7.6,7.75,8.8,5.25,6.5,6.5,,,,N1
02037329,7.6,5.75,8.6,8.25,4.75,6.0,,,,N1
02037330,8.2,5.75,9.0,7.5,8.0,6.75,,,,N1
02037331,8.4,6.75,7.0,6.5,5.75,6.75,,,,N1
02037332,6.0,7.25,6.6,,,,6.5,7.75,7.25,N1
02037333,5.4,5.75,5.4,7.25,8.0,5.75,,,,N1
02037334,8.2,6.0,5.2,,,,6.0,8.75,9.25,N1
02037335,6.6,7.25,8.6,,,,8.75,7.5,9.75,N1
02037336,6.0,6.25,6.6,3.5,5.75,5.5,,,,N1
02037337,7.2,7.5,7.6,,,,7.5,7.75,7.75,N4
02037338,4.0,5.75,9.6,,,,6.0,6.75,8.75,N1
02037339,7.8,7.25,7.2,4.0,7.75,7.75,,,,N1
02037340,6.8,6.5,8.0,,,,7.25,8.75,8.0,N1
02037341,7.4,5.75,5.4,7.25,8.75,5.25,,,,N1
02037342,7.4,7.75,8.0,4.5,3.25,7.25,,,,N1
02037343,7.0,6.0,7.8,5.0,6.5,6.5,,,,N1
02037344,7.8,7.5,8.2,8.5,6.0,5.25,,,,N1
02037345,9.0,8.0,9.4,7.5,7.75,8.0,,,,N1
02037346,6.4,6.0,8.4,7.75,5.5,5.25,,,,N1
02037347,7.8,6.5,5.8,7.0,8.0,7.0,,,,N1
02037348,8.2,6.25,8.4,7.75,5.75,5.75,,,,N1
02037349,7.2,7.0,8.0,,,,8.0,8.0,9.25,N1
02037350,5.4,5.25,7.2,5.5,7.0,4.75,,,,N1
02037351,7.8,7.75,7.8,5.25,7.5,6.25,,,,N1
02037352,6.8,7.25,6.8,4.5,7.5,4.75,,,,N1
02037353,7.8,5.0,6.4,7.0,3.25,6.0,,,,N1
02037354,8.0,4.5,6.0,8.25,7.75,5.0,,,,N1
02037355,6.2,5.75,6.8,5.5,5.5,5.25,,,,N1
02037356,8.6,5.0,7.2,6.75,8.75,8.0,,,,N1
02037357,8.8,3.75,9.2,4.5,8.25,4.25,,,,N1
02037358,7.4,7.25,5.8,,,,8.75,9.0,9.75,N1
02037359,6.8,6.5,8.2,4.25,8.5,4.75,,,,N1
02037360,5.0,6.25,7.2,2.75,4.75,5.0,,,,N1
02037361,7.6,4.25,3.2,,,,7.5,8.75,8.25,N1
02037362,7.2,6.75,8.4,,,,7.5,8.25,10.0,N1
02037363,6.8,7.5,6.8,,,,6.0,7.5,8.5,N1
02037364,7.2,8.25,8.4,7.5,6.0,6.75,,,,N1
02037365,7.6,9.0,9.2,,,,9.5,9.0,9.5,N1
02037366,6.6,7.5,6.0,,,,7.25,8.25,9.25,N1
02037367,8.4,7.75,8.2,,,,5.5,7.25,7.0,N1
02037368,8.2,8.0,8.6,6.25,5.5,5.0,,,,N1
02037369,7.6,8.0,8.4,,,,7.25,7.75,9.0,N1
02037370,8.0,7.5,7.8,8.0,6.75,7.75,,,,N1
02037371,5.4,5.75,6.4,4.75,5.75,5.25,,,,N1
02037372,7.2,7.25,7.0,4.5,5.25,6.25,,,,N1
02037373,8.2,7.25,5.8,,,,8.0,9.0,8.75,N1
02037374,7.2,7.0,6.0,4.25,4.75,6.0,,,,N1
02037375,6.6,7.0,4.0,,,,6.75,8.25,8.0,N1
02037376,7.8,8.75,7.4,8.25,6.25,8.25,,,,N1
02037377,6.4,5.75,8.0,6.0,4.75,7.25,,,,N1
02037378,7.6,9.0,7.0,4.0,5.5,5.75,,,,N1
02037379,7.2,8.75,9.2,8.75,6.75,6.75,,,,N1
02037380,6.0,6.75,5.0,,,,8.0,7.75,9.25,N1
02037381,6.6,6.0,3.2,,,,7.0,7.25,7.25,N1
02037382,7.0,7.75,7.6,4.75,5.75,5.75,,,,N1
02037383,7.4,8.0,7.4,,,,7.5,7.25,8.5,N1
02037384,8.2,6.75,8.4,7.5,8.5,6.75,,,,N1
02037385,7.8,7.0,7.4,8.0,7.75,6.0,,,,N1
02037386,6.4,7.25,5.2,,,,5.25,6.0,8.5,N1
02037387,8.2,5.5,8.6,8.0,7.5,7.5,,,,N1
02037388,7.4,7.0,3.8,7.0,7.5,8.0,,,,N1
02037389,6.6,6.0,6.6,3.75,5.25,6.25,,,,N1
02037390,7.6,7.5,8.0,4.0,8.75,5.5,,,,N1
02037391,7.6,8.0,7.0,6.75,8.0,6.25,,,,N1
02037392,8.4,7.25,6.2,7.75,4.75,6.5,,,,N1
02037393,7.8,8.0,6.8,,,,6.25,7.0,8.25,N1
02037394,7.0,7.5,7.2,,,,7.25,7.5,9.0,N1
02037395,7.2,5.75,8.2,5.5,7.25,7.25,,,,N1
02037396,7.6,6.5,7.8,4.75,4.75,7.5,,,,N1
02037397,8.6,7.5,8.0,5.25,6.0,6.75,,,,N1
02037398,7.8,6.75,6.2,7.5,2.5,3.5,,,,N1
02037399,6.8,6.0,4.4,,,,5.75,7.75,8.5,N1
02037400,8.0,8.0,8.2,6.75,7.75,7.75,,,,N1
02037401,7.8,8.5,9.0,,,,5.5,8.75,7.0,N1
02037402,8.2,8.0,8.6,,,,7.75,7.5,8.75,N1
02037403,8.4,5.75,8.2,3.5,4.25,6.0,,,,N1
02037404,7.4,6.0,7.2,5.25,6.25,5.5,,,,N1
02037405,7.0,6.0,6.8,6.75,7.5,5.5,,,,N1
02037406,6.0,7.0,7.8,,,,5.75,6.5,8.25,N1
02037407,6.4,7.25,7.4,,,,8.5,6.5,8.25,N1
02037408,5.2,6.25,4.6,,,,5.25,6.0,7.75,N1
02037409,7.6,4.0,7.0,6.75,8.25,5.75,,,,N1
02037410,8.2,7.0,5.6,8.5,8.0,7.25,,,,N1
